decay_type,experiment_name,varied_parameter,varied_value,mechanism,USC,UTSP,UDP,delivery_time,time_ratio,pS,pT,avg_pT,psr,avg_psr,quality_q,risk_cost
exp,effectiveness,z_A0,13945.427135678392,sensitivity_z,626.815158411101,37.39863244754211,0.7677064434023562,0.9961686296703385,0.9961686296703385,5.0420177983193275,,,0.4755703940463235,0.4755703940463235,8.287502124088714,4.478977513750662
exp,effectiveness,z_A0,14092.221105527638,sensitivity_z,627.0168404386642,37.42934032586718,0.7198193767424446,0.9958115233771583,0.9958115233771583,5.0420177983193275,,,0.4758764979629657,0.4758764979629657,8.294904225676536,4.535131642442696
exp,effectiveness,z_A0,14239.015075376883,sensitivity_z,627.217475173209,37.45988938427822,0.6713443087349722,0.9954562532305018,0.9954562532305018,5.0420177983193275,,,0.47618260187960787,0.47618260187960787,8.302274827987604,4.59187377248229
exp,effectiveness,z_A0,14385.80904522613,sensitivity_z,627.4170733372105,37.49028110796277,0.6222812393799391,0.9951028004449536,0.9951028004449536,5.0420177983193275,,,0.47648870579625,0.47648870579625,8.309614225584056,4.649203903869446
exp,effectiveness,z_A0,14532.603015075376,sensitivity_z,627.6156454895606,37.520516960728344,0.5726301686773452,0.9947511465219192,0.9947511465219192,5.0420177983193275,,,0.47679480971289223,0.47679480971289223,8.316922708787654,4.7071220366041615
exp,effectiveness,z_A0,14679.396984924622,sensitivity_z,627.8132020288775,37.550598385417004,0.5223910966271914,0.994401273243815,0.994401273243815,5.0420177983193275,,,0.4771009136295343,0.4771009136295343,8.324200563762025,4.765628170686437
exp,effectiveness,z_A0,14826.190954773869,sensitivity_z,628.0097531967308,37.580526804309855,0.471564023229476,0.9940531626684062,0.9940531626684062,5.0420177983193275,,,0.4774070175461765,0.4774070175461765,8.33144807259286,4.824722306116275
exp,effectiveness,z_A0,14972.984924623115,sensitivity_z,628.2053090807883,37.61030361952161,0.4201489484842007,0.9937067971232842,0.9937067971232842,5.0420177983193275,,,0.47771312146281864,0.47771312146281864,8.338665513366191,4.884404442893672
exp,effectiveness,z_A0,15119.778894472362,sensitivity_z,628.3998796178819,37.63993021338581,0.36814587239136465,0.9933621592004844,0.9933621592004844,5.0420177983193275,,,0.4780192253794608,0.4780192253794608,8.345853160244785,4.94467458101863
exp,effectiveness,z_A0,15266.572864321608,sensitivity_z,628.5934745969989,37.669407948830624,0.31555479495096783,0.9930192317512359,0.9930192317512359,5.0420177983193275,,,0.478325329296103,0.478325329296103,8.353011283542672,5.005532720491149
exp,effectiveness,z_A0,15413.366834170854,sensitivity_z,628.786103662199,37.698738169745894,0.26237571616301203,0.9926779978808409,0.9926779978808409,5.0420177983193275,,,0.47863143321274515,0.47863143321274515,8.360140149797953,5.066978861311227
exp,effectiveness,z_A0,15560.160804020099,sensitivity_z,628.9777763154605,37.72792220134135,0.20860863602749546,0.9923384409436808,0.9923384409436808,5.0420177983193275,,,0.4789375371293873,0.4789375371293873,8.36724002184384,5.129013003478867
exp,effectiveness,z_A0,15706.954773869345,sensitivity_z,629.1685019194551,37.75696135049631,0.15425355454441636,0.9920005445383437,0.9920005445383437,5.0420177983193275,,,0.4792436410460294,0.4792436410460294,8.374311158878013,5.191635146994067
exp,effectiveness,z_A0,15853.748743718592,sensitivity_z,629.3582897002585,37.78585690610138,0.09931047171377738,0.9916642925028707,0.9916642925028707,5.0420177983193275,,,0.47954974496267155,0.47954974496267155,8.381353816530392,5.254845291856828
exp,effectiveness,z_A0,16000.542713567838,sensitivity_z,629.5471487499917,37.81461013939186,0.04377938753557764,0.9913296689101168,0.9913296689101168,5.0420177983193275,,,0.47985584887931376,0.47985584887931376,8.388368246929264,5.31864343806715
exp,effectiveness,z_A0,16147.336683417085,sensitivity_z,629.7350880294017,37.8432223042737,-0.012339697990182863,0.9909966580632248,0.9909966580632248,5.0420177983193275,,,0.4801619527959559,0.4801619527959559,8.395354698765924,5.3830295856250325
exp,effectiveness,z_A0,16294.130653266331,sensitivity_z,629.9221163703786,37.87169463764158,-0.06904678486350235,0.9906652444912065,0.9906652444912065,5.0420177983193275,,,0.48046805671259807,0.48046805671259807,8.40231341735777,5.448003734530474
exp,effectiveness,z_A0,16440.924623115578,sensitivity_z,630.1082424784137,37.90002835969004,-0.1263418730843835,0.9903354129446302,0.9903354129446302,5.0420177983193275,,,0.4807741606292403,0.4807741606292403,8.40924464471,5.513565884783477
exp,effectiveness,z_A0,16587.718592964822,sensitivity_z,630.2934749349989,37.92822467421707,-0.1842249626528245,0.9900071483914101,0.9900071483914101,5.0420177983193275,,,0.4810802645458823,0.4810802645458823,8.416148619575843,5.579716036384041
exp,effectiveness,z_A0,16734.51256281407,sensitivity_z,630.4778221999692,37.95628476892105,-0.24269605356882806,0.9896804360126954,0.9896804360126954,5.0420177983193275,,,0.4813863684625245,0.4813863684625245,8.423025577515428,5.646454189332166
exp,effectiveness,z_A0,16881.306532663315,sensitivity_z,630.6612926137905,37.9842098156909,-0.3017551458323906,0.9893552611988561,0.9893552611988561,5.0420177983193275,,,0.4816924723791667,0.4816924723791667,8.429875750953345,5.7137803436278505
exp,effectiveness,z_A0,17028.100502512563,sensitivity_z,630.8438943997935,38.01200097088948,-0.361402239443513,0.9890316095455638,0.9890316095455638,5.0420177983193275,,,0.48199857629580883,0.48199857629580883,8.436699369234848,5.7816944992710955
exp,effectiveness,z_A0,17174.894472361808,sensitivity_z,631.0256356663575,38.03965937563095,-0.4216373344021971,0.9887094668499614,0.9887094668499614,5.0420177983193275,,,0.48230468021245104,0.48230468021245104,8.443496658680868,5.850196656261901
exp,effectiveness,z_A0,17321.688442211056,sensitivity_z,631.2065244090392,38.06718615605148,-0.4824604307084419,0.9883888191069246,0.9883888191069246,5.0420177983193275,,,0.4826107841290932,0.4826107841290932,8.450267842641704,5.919286814600269
exp,effectiveness,z_A0,17468.4824120603,sensitivity_z,631.3865685126575,38.09458242357432,-0.5438715283622466,0.988069652505408,0.988069652505408,5.0420177983193275,,,0.4829168880457353,0.4829168880457353,8.45701314154959,5.988964974286195
exp,effectiveness,z_A0,17615.276381909545,sensitivity_z,631.5657757533268,38.12184927516877,-0.6058706273636112,0.9877519534248753,0.9877519534248753,5.0420177983193275,,,0.48322299196237756,0.48322299196237756,8.463732772970058,6.059231135319681
exp,effectiveness,z_A0,17762.070351758794,sensitivity_z,631.7441538004455,38.148987793603425,-0.6684577277125374,0.9874357084318119,0.9874357084318119,5.0420177983193275,,,0.4835290958790196,0.4835290958790196,8.470426951652172,6.13008529770073
exp,effectiveness,z_A0,17908.864321608038,sensitivity_z,631.9217102186394,38.175999047694,-0.7316328294090235,0.9871209042763163,0.9871209042763163,5.0420177983193275,,,0.4838351997956618,0.4838351997956618,8.477095889577676,6.201527461429338
exp,effectiveness,z_A0,18055.658291457286,sensitivity_z,632.0984524696594,38.20288409254549,-0.7953959324530713,0.9868075278887689,0.9868075278887689,5.0420177983193275,,,0.48414130371230396,0.48414130371230396,8.483739796009017,6.273557626505508
exp,effectiveness,z_A0,18202.45226130653,sensitivity_z,632.2743879142386,38.229643969789336,-0.8597470368446789,0.9864955663765766,0.9864955663765766,5.0420177983193275,,,0.48444740762894606,0.48444740762894606,8.490358877536389,6.346175792929238
exp,effectiveness,z_A0,18349.24623115578,sensitivity_z,632.449523813906,38.256279707815175,-0.9246861425838473,0.9861850070209894,0.9861850070209894,5.0420177983193275,,,0.4847535115455883,0.4847535115455883,8.4969533381237,6.4193819607005285
exp,effectiveness,z_A0,18496.040201005024,sensitivity_z,632.6238673327603,38.282792321997626,-0.9902132496705756,0.9858758372739902,0.9858758372739902,5.0420177983193275,,,0.4850596154622304,0.4850596154622304,8.503523379153542,6.493176129819378
exp,effectiveness,z_A0,18642.834170854272,sensitivity_z,632.7974255392054,38.30918281491862,-1.056328358104869,0.9855680447552506,0.9855680447552506,5.0420177983193275,,,0.4853657193788726,0.4853657193788726,8.51006919947129,6.567558300285794
exp,effectiveness,z_A0,18789.628140703517,sensitivity_z,632.9702054076447,38.33545217658415,-1.123031467886718,0.9852616172491584,0.9852616172491584,5.0420177983193275,,,0.4856718232955147,0.4856718232955147,8.516590995428098,6.642528472099765
