decay_type,experiment_name,varied_parameter,varied_value,mechanism,USC,UTSP,UDP,delivery_time,time_ratio,pS,pT,avg_pT,psr,avg_psr,quality_q,risk_cost
exp,effectiveness,pS,5.0,sensitivity_pS,474.31840592589595,18.889853703690537,1.2430563286355636,1.0556097288046529,1.0556097288046529,5.0,,,0.4447274458272715,0.4447274458272715,4.213699485901488,1.243056328635564
exp,effectiveness,pS,5.134228187919463,sensitivity_pS,473.7528086794662,19.45545095012027,1.2430563286355636,1.0556097288046529,1.0556097288046529,5.134228187919463,,,0.4447274458272715,0.4447274458272715,4.213699485901488,1.243056328635564
exp,effectiveness,pS,5.268456375838926,sensitivity_pS,477.3070220448759,20.02757329017021,1.524080052819708,1.0493812855079971,1.0493812855079971,5.268456375838926,,,0.4455600752687641,0.4455600752687641,4.293174042699498,1.4772615317754612
exp,effectiveness,pS,5.402684563758389,sensitivity_pS,477.1753943441547,20.604962782788462,1.5805537147881732,1.048708056373995,1.048708056373995,5.402684563758389,,,0.44585618829368256,0.44585618829368256,4.301853674349056,1.4779988591674407
exp,effectiveness,pS,5.5369127516778525,sensitivity_pS,477.00225586796114,21.183396500106593,1.632995459584681,1.0480944260794058,1.0480944260794058,5.5369127516778525,,,0.44612861227660755,0.44612861227660755,4.3097802112677375,1.479163176153582
exp,effectiveness,pS,5.671140939597316,sensitivity_pS,476.50637053186404,21.760075109181074,1.691169106814041,1.0479687261748567,1.0479687261748567,5.671140939597316,,,0.4465574669764641,0.4465574669764641,4.311405734624223,1.4347819677622082
exp,effectiveness,pS,5.805369127516778,sensitivity_pS,476.5611645603045,22.33793435931285,1.7786828296507866,1.0470023610388923,1.0470023610388923,5.805369127516778,,,0.4469990984021996,0.4469990984021996,4.323923046865177,1.439168928744881
exp,effectiveness,pS,5.939597315436242,sensitivity_pS,480.1091301867179,22.926842747276055,2.1083031103709926,1.0406943718988149,1.0406943718988149,5.939597315436242,,,0.44792615460202395,0.44792615460202395,4.406527966972424,1.7122035593141025
exp,effectiveness,pS,6.073825503355705,sensitivity_pS,479.5176499226948,23.5183230112992,2.1083031103709926,1.0406943718988149,1.0406943718988149,6.073825503355705,,,0.44792615460202395,0.44792615460202395,4.406527966972424,1.7122035593141025
exp,effectiveness,pS,6.208053691275168,sensitivity_pS,479.6333317977047,24.110463180460243,2.2114785932926377,1.0396090243981837,1.0396090243981837,6.208053691275168,,,0.4484343409552649,0.4484343409552649,4.420899193283752,1.719724875657817
exp,effectiveness,pS,6.342281879194631,sensitivity_pS,479.1617830408043,24.704134660421012,2.221515271645144,1.0394215104631044,1.0394215104631044,6.342281879194631,,,0.44884810784086865,0.44884810784086865,4.423386833531935,1.7290821015507236
exp,effectiveness,pS,6.476510067114094,sensitivity_pS,479.014909122365,25.298822597581673,2.2887738486395452,1.0387320662036001,1.0387320662036001,6.476510067114094,,,0.44917512942534044,0.44917512942534044,4.432545337663912,1.7347865322833227
exp,effectiveness,pS,6.6107382550335565,sensitivity_pS,478.73730536790305,25.894400658483136,2.33749158574288,1.0382411323620033,1.0382411323620033,6.6107382550335565,,,0.44940998935596144,0.44940998935596144,4.4390784069722145,1.7392973937339928
exp,effectiveness,pS,6.74496644295302,sensitivity_pS,481.97097134600835,26.49475345757467,2.704161045406226,1.0323048184890964,1.0323048184890964,6.74496644295302,,,0.4503895374647111,0.4503895374647111,4.51884183818205,2.03950083206302
exp,effectiveness,pS,6.879194630872483,sensitivity_pS,481.83043475994185,27.10257928022124,2.7788431990673734,1.0315808575882655,1.0315808575882655,6.879194630872483,,,0.45074265459702967,0.45074265459702967,4.528666898182503,2.0477169643898465
exp,effectiveness,pS,7.0134228187919465,sensitivity_pS,479.83922473905005,27.704954937152895,2.6938069540874663,1.0337362453285068,1.0337362453285068,7.0134228187919465,,,0.4507942183274309,0.4507942183274309,4.4994782697653894,1.883736836760274
exp,effectiveness,pS,7.14765100671141,sensitivity_pS,482.9697350927657,28.314221235184043,3.074854493454001,1.0279028182177354,1.0279028182177354,7.14765100671141,,,0.45175572071611153,0.45175572071611153,4.578913447002834,2.205771098958714
exp,effectiveness,pS,7.281879194630872,sensitivity_pS,482.35511583813445,28.928840489815293,3.074854493454001,1.0279028182177354,1.0279028182177354,7.281879194630872,,,0.45175572071611153,0.45175572071611153,4.578913447002834,2.205771098958714
exp,effectiveness,pS,7.416107382550336,sensitivity_pS,482.27092632859694,29.544866524149064,3.166577009496163,1.0270699132736743,1.0270699132736743,7.416107382550336,,,0.4521754679792436,0.4521754679792436,4.5903691522580825,2.2184860336831225
exp,effectiveness,pS,7.550335570469798,sensitivity_pS,482.0811070597533,30.16150929672361,3.2421332100260423,1.0263985794938746,1.0263985794938746,7.550335570469798,,,0.45251749262364455,0.45251749262364455,4.59962347786303,2.2296641136659914
exp,effectiveness,pS,7.684563758389261,sensitivity_pS,481.46370793520794,30.77890842126899,3.2421332100260423,1.0263985794938746,1.0263985794938746,7.684563758389261,,,0.45251749262364455,0.45251749262364455,4.59962347786303,2.2296641136659914
