decay_type,experiment_name,varied_parameter,varied_value,mechanism,USC,UTSP,UDP,delivery_time,time_ratio,pS,pT,avg_pT,psr,avg_psr,quality_q,risk_cost
exp,effectiveness,pS,5.0,sensitivity_pS,730.8212104629505,59.78234522352682,4.7473063066485555,1.0104825556123826,1.0104825556123826,5.0,,,0.4573140820769135,0.4573140820769135,13.252749956215801,3.1172573902916842
exp,effectiveness,pS,5.0420177983193275,sensitivity_pS,736.3863378463654,60.35086674362335,6.449033940369251,0.9960053470542325,0.9960053470542325,5.0420177983193275,,,0.46266167565980115,0.46266167565980115,13.642084889615841,3.854734154634348
exp,effectiveness,pS,5.134228187919463,sensitivity_pS,735.4984752265038,61.61328228070299,6.570482531487766,0.9951217842673548,0.9951217842673548,5.134228187919463,,,0.46315914554166415,0.46315914554166415,13.666213479548862,3.8825457036643662
exp,effectiveness,pS,5.268456375838926,sensitivity_pS,734.042438420834,63.410300780702116,6.750722622289739,0.9942100725602605,0.9942100725602605,5.268456375838926,,,0.4636791764159018,0.4636791764159018,13.691155506217726,3.913278801001363
exp,effectiveness,pS,5.402684563758389,sensitivity_pS,732.6860080373402,65.2511778179937,6.920947036684511,0.9930392683193119,0.9930392683193119,5.402684563758389,,,0.46435713423676267,0.46435713423676267,13.723252396587474,3.9558935503276853
exp,effectiveness,pS,5.5369127516778525,sensitivity_pS,733.0126581762557,67.1038888675253,7.470328330298692,0.987706421385028,0.987706421385028,5.5369127516778525,,,0.4655534256674471,0.4655534256674471,13.870403746198539,4.41163780185337
exp,effectiveness,pS,5.671140939597316,sensitivity_pS,731.3641946970376,68.96698076069963,7.551313783174487,0.9871760863432437,0.9871760863432437,5.671140939597316,,,0.4658681515110747,0.4658681515110747,13.885123473506344,4.433383493407872
exp,effectiveness,pS,5.805369127516778,sensitivity_pS,729.8310912032407,70.83275214368929,7.680590810316264,0.9863460294780046,0.9863460294780046,5.805369127516778,,,0.4663656213929377,0.4663656213929377,13.908193501771066,4.469023478461155
exp,effectiveness,pS,5.939597315436242,sensitivity_pS,730.2000517434644,72.6266619932415,8.400816103946028,0.9806685392172643,0.9806685392172643,5.939597315436242,,,0.4682752124405826,0.4682752124405826,14.06702080198556,5.019213144076108
exp,effectiveness,pS,6.073825503355705,sensitivity_pS,726.8840231495335,74.57176294580053,7.995534971227896,0.9843316849539197,0.9843316849539197,6.073825503355705,,,0.4679390684054984,0.4679390684054984,13.964338307656371,4.573762034684325
exp,effectiveness,pS,6.208053691275168,sensitivity_pS,726.7255913231605,76.4505130414921,8.47681318901159,0.9798851681558887,0.9798851681558887,6.208053691275168,,,0.4686814926479226,0.4686814926479226,14.089077470061289,5.055040252468021
exp,effectiveness,pS,6.342281879194631,sensitivity_pS,725.2132151483073,78.34467298605583,8.644260117584615,0.9788920022992502,0.9788920022992502,6.342281879194631,,,0.4693007918886092,0.4693007918886092,14.11709086418686,5.105918618441083
