dataset,overlap_level,method,metric,n,mean,std,standard_error,ci95_low,ci95_high
amazon_employee,high,Our Model,quality_q,30,12.98021742373794,3.306783960081476,0.6037333892442956,11.796899980819122,14.163534866656759
amazon_employee,high,Our Model,social_welfare,30,773.6585051760192,70.22153886620197,12.820640286581522,748.5300502143194,798.7869601377189
amazon_employee,high,Our Model,quality_adjusted_welfare,30,10261.469413792334,3560.234085906011,650.0068396165025,8987.456008143989,11535.48281944068
amazon_employee,high,Our Model,welfare_per_time,30,893.3116483790378,116.3242749671185,21.237809794974773,851.6855411808873,934.9377555771883
amazon_employee,high,Our Model,quality_per_time,30,15.082721715698705,4.53903208023377,0.8287100865278783,13.458449946104064,16.706993485293346
amazon_employee,high,Our Model,runtime,30,0.0004939556121826172,7.890067421207343e-05,1.4405226356106254e-05,0.000465721368524649,0.0005221898558405855
amazon_employee,high,SRC,U_SC,30,593.4561563580495,120.18114774986599,21.94197520315428,550.4498849598671,636.4624277562319
amazon_employee,high,SRC,U_TSP,30,12.111350137445351,2.452676487490624,0.4477954128203841,11.233671128317399,12.989029146573303
amazon_employee,high,SRC,U_DP,30,6.080718657430816,3.6798857315475884,0.671852141403338,4.763888460280273,7.397548854581358
amazon_employee,high,SRC,delivery_time,30,0.9215057100153576,0.0293136337045474,0.00535191280747478,0.9110159609127071,0.9319954591180082
amazon_employee,high,SRC,pS,30,6.6097868560817385,4.6728756427691645,0.8531464659870412,4.937619782747138,8.28195392941634
amazon_employee,high,SRC,avg_pT,30,0.004248849644003136,0.002651998618147032,0.00048418648854388623,0.003299844126457119,0.005197855161549153
amazon_employee,high,SRC,avg_psr,30,0.44749331784824947,0.039226603871091746,0.007161765264838807,0.4334562579291654,0.4615303777673335
amazon_employee,high,SRC,avg_risk_value,30,0.0038004491608942615,0.0022999285822172433,0.0004199075883770864,0.0029774302876751724,0.0046234680341133505
amazon_employee,high,SRC,quality_q,30,7.849428998464222,2.9313633704547404,0.535191280747478,6.8004540881991655,8.898403908729279
amazon_employee,high,SRC,social_welfare,30,611.6482251529256,121.08296566180091,22.10662387419727,568.319242359499,654.9772079463523
amazon_employee,high,SRC,quality_adjusted_welfare,30,5136.341677033279,2597.035799602433,474.15169669690624,4207.004351507343,6065.6790025592145
amazon_employee,high,SRC,welfare_per_time,30,668.3031440173665,149.96455854861148,27.379657181126234,614.6390159423592,721.967272092374
amazon_employee,high,SRC,quality_per_time,30,8.623804448800495,3.4414657133726263,0.6283228006982653,7.392291759431895,9.855317138169095
amazon_employee,high,SRC,runtime,30,0.0012938340504964193,6.573697686452652e-05,1.20018750302988e-05,0.0012703103754370336,0.001317357725555805
amazon_employee,low,APM,U_SC,30,1095.338000392584,15.195545026452411,2.774314261524474,1089.9003444399962,1100.775656345172
amazon_employee,low,APM,U_TSP,30,22.353836782433685,0.31011316589082333,0.05661865877924853,22.242864211226358,22.464809353641012
amazon_employee,low,APM,U_DP,30,0.0004729751657433627,0.0001361599293436031,2.4859288243267003e-05,0.0004242509607865594,0.000521699370700166
amazon_employee,low,APM,delivery_time,30,0.5944444987589399,0.021301506663392356,0.0038891052361288664,0.5868218524961273,0.6020671450217525
amazon_employee,low,APM,pS,30,0.5530923203752971,0.02176176197888301,0.003973135975630829,0.5453049738630606,0.5608796668875335
amazon_employee,low,APM,avg_pT,30,3.004045056733909e-08,9.577591840869712e-09,1.7486210326072569e-09,2.6613153343428867e-08,3.346774779124931e-08
amazon_employee,low,APM,avg_psr,30,0.8292184565679233,0.034217567200836865,0.006247244472949085,0.8169738574009431,0.8414630557349034
amazon_employee,low,APM,avg_risk_value,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,APM,quality_q,30,40.555550124106006,2.1301506663392367,0.3889105236128868,39.79328549782475,41.317814750387264
amazon_employee,low,APM,social_welfare,30,1117.6923101501832,15.505552120637518,2.830913554348411,1112.1437195836602,1123.2409007167062
amazon_employee,low,APM,quality_adjusted_welfare,30,45360.53930410257,3001.009347837371,547.9068383647985,44286.64190090756,46434.43670729757
amazon_employee,low,APM,welfare_per_time,30,1883.450242267038,93.01912148159,16.982890371593406,1850.163777138715,1916.736707395361
amazon_employee,low,APM,quality_per_time,30,68.43209959517473,6.00464200258364,1.0962926248526845,66.28336605046347,70.580833139886
amazon_employee,low,APM,runtime,30,0.001106572151184082,5.9745298697561414e-05,1.0907949267179469e-05,0.0010851925706204103,0.0011279517317477538
amazon_employee,low,BGM,U_SC,30,1095.3383712051138,15.19546186619826,2.7742990786087782,1089.9007450110407,1100.775997399187
amazon_employee,low,BGM,U_TSP,30,22.35384435003633,0.31011146874277906,0.05661834892382611,22.24287238614563,22.464816313927027
amazon_employee,low,BGM,U_DP,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,BGM,delivery_time,30,0.5944444987589399,0.021301506663392356,0.0038891052361288664,0.5868218524961273,0.6020671450217525
amazon_employee,low,BGM,pS,30,0.5530830463862852,0.02175919196546235,0.003972666757522967,0.5452966195415402,0.5608694732310303
amazon_employee,low,BGM,avg_pT,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,BGM,avg_psr,30,0.8292184565679233,0.034217567200836865,0.006247244472949085,0.8169738574009431,0.8414630557349034
amazon_employee,low,BGM,avg_risk_value,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,BGM,quality_q,30,40.555550124106006,2.1301506663392367,0.3889105236128868,39.79328549782475,41.317814750387264
amazon_employee,low,BGM,social_welfare,30,1117.69221555515,15.505573334941044,2.8309174275326052,1112.143617397186,1123.2408137131138
amazon_employee,low,BGM,quality_adjusted_welfare,30,45360.53551154657,3001.0100031014726,547.9069579991084,44286.63787386832,46434.433149224824
amazon_employee,low,BGM,welfare_per_time,30,1883.4500841751085,93.019151585171,16.982895867730196,1850.1636082743573,1916.7365600758596
amazon_employee,low,BGM,quality_per_time,30,68.43209959517473,6.00464200258364,1.0962926248526845,66.28336605046347,70.580833139886
