mechanism,varied_parameter,varied_value,feasible,USC,UTSP,UDP,delivery_time,time_ratio,quality_q,risk_cost,pS,avg_pT,avg_psr,pT,z,baseline_rule,decay_type,delivery_time_type,solver,risk_cap
BGM,lambda,0.6000000000000001,True,377.4033259307711,7.7021086953702955,5.841735191940121,0.9703389280922924,0.9703389280922924,2.9661071907707615,29.20867595970058,12.114259163825315,0.0004075260998824342,0.4946029711128414,2.2297185e-05;0;4.1146591e-06;0.00020102346;0.00015901286;0.0011957431;0.00092427043;0.00076113154;0;0.00037754798;0.00083764591,3304.8716;0;2;2;3630.7417;8823.9616;12769.013;2;0;227.29627;171.10333,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00015481862761173654
APM,lambda,0.6000000000000001,True,548.068041903906,11.185062085648756,7.16262603311095,0.9389826709026421,0.9389826709026421,6.101732909735791,28.66086175258388,6.561022336839406,0.00044950846858259953,0.4884866879073284,2.5837952e-05;0;6.1832309e-05;0;0;0.0018716598;0.0013741444;0.00079284535;0;0;0.0008182734,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00015481862761173654
Proposed,lambda,0.61,True,621.2366089892199,52.85572272591534,51.308069971611715,0.8921811994607107,0.8921811994607107,10.781880053928926,30.800359358305133,11.012200024112001,0.0008443099755803605,0.515339110402751,0.001203057;0;0.00033553045;0;0;0.0055351012;0;0.0019345427;0;0.00027917845;0,19661.555;0;4;0;0;24105.934;0;2;0;99.191559;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.61,True,501.50162484225143,10.234727042543952,5.852787947961573,0.94949959545084,0.94949959545084,5.0500404549160045,29.263939739807846,7.627238462072902,0.0004392121588798603,0.4992121400510461,1.9792195e-05;0;4.6974263e-05;0.00020437385;7.1937685e-05;0.0015983974;0.0010609017;0.00077381706;0;0.00042289847;0.00063224106,3067.26;0;7;2;2407.755;11601.975;13673.1;2;0;250.425;144.27,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00015481862761173657
BGM,lambda,0.61,True,376.94533389172295,7.69276191906318,5.939097445139119,0.9703389280922924,0.9703389280922924,2.9661071907707615,29.695487225695587,12.268667622317025,0.00041431820154714133,0.4946029711128414,2.2668805e-05;0;4.1832368e-06;0.00020437385;0.00016166307;0.0012156721;0.00093967494;0.00077381706;0;0.00038384045;0.00085160667,3304.8716;0;2;2;3630.7417;8823.9616;12769.013;2;0;227.29627;171.10333,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00015481862761173657
APM,lambda,0.61,True,547.5999483301729,11.175509155572573,7.282003133662798,0.9389826709026421,0.9389826709026421,6.101732909735791,29.13854278179361,6.637737194840843,0.0004570002763923095,0.4884866879073284,2.6268585e-05;0;6.2862848e-05;0;0;0.0019028541;0.0013970468;0.00080605944;0;0;0.00083191129,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00015481862761173657
Proposed,lambda,0.62,True,619.2901791565995,53.725320698471336,52.14918587278566,0.8921811994607107,0.8921811994607107,10.781880053928926,31.305283282211754,11.192727893359736,0.0008581511227210222,0.515339110402751,0.0012227792;0;0.00034103095;0;0;0.0056258406;0;0.0019662565;0;0.00028375515;0,19661.555;0;4;0;0;24105.934;0;2;0;99.191559;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.62,True,501.05028853885455,10.225516097576666,5.948735291370774,0.94949959545084,0.94949959545084,5.0500404549160045,29.743676456853876,7.716611271543674,0.0004464123582057596,0.4992121400510461,2.0116658e-05;0;4.7744333e-05;0.00020772424;7.3116991e-05;0.0016246007;0.0010782935;0.00078650259;0;0.00042983123;0.00064260566,3067.26;0;7;2;2407.755;11601.975;13673.1;2;0;250.425;144.27,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00015481862761173646
BGM,lambda,0.62,True,376.48734185267483,7.683415142756079,6.036459698338117,0.9703389280922924,0.9703389280922924,2.9661071907707615,30.1822984916906,12.423076080808741,0.0004211103032118486,0.4946029711128414,2.3040425e-05;0;4.2518144e-06;0.00020772424;0.00016431328;0.0012356012;0.00095507944;0.00078650259;0;0.00039013292;0.00086556744,3304.8716;0;2;2;3630.7417;8823.9616;12769.013;2;0;227.29627;171.10333,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00015481862761173646
APM,lambda,0.62,True,547.1318547564398,11.16595622549639,7.401380234214656,0.9389826709026421,0.9389826709026421,6.101732909735791,29.616223811003344,6.714452052842282,0.0004644920842020195,0.4884866879073284,2.6699217e-05;0;6.3893386e-05;0;0;0.0019340484;0.0014199492;0.00081927353;0;0;0.00084554918,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00015481862761173646
Proposed,lambda,0.63,True,617.343749323979,54.594918671027344,52.990301773959644,0.8921811994607107,0.8921811994607107,10.781880053928926,31.81020720611842,11.37325576260748,0.0008719922698616839,0.515339110402751,0.0012425015;0;0.00034653145;0;0;0.0057165799;0;0.0019979703;0;0.00028833184;0,19661.555;0;4;0;0;24105.934;0;2;0;99.191559;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.63,True,500.59895223545766,10.216305152609376,6.044682634779978,0.94949959545084,0.94949959545084,5.0500404549160045,30.223413173899903,7.805984081014446,0.00045361255753165896,0.4992121400510461,2.044112e-05;0;4.8514403e-05;0.00021107463;7.4296298e-05;0.0016508039;0.0010956854;0.00079918812;0;0.00043676399;0.00065297027,3067.26;0;7;2;2407.755;11601.975;13673.1;2;0;250.425;144.27,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001548186276117366
BGM,lambda,0.63,True,376.02934981362677,7.674068366448974,6.133821951537119,0.9703389280922924,0.9703389280922924,2.9661071907707615,30.669109757685607,12.577484539300455,0.00042790240487655586,0.4946029711128414,2.3412045e-05;0;4.3203921e-06;0.00021107463;0.0001669635;0.0012555302;0.00097048395;0.00079918812;0;0.00039642538;0.0008795282,3304.8716;0;2;2;3630.7417;8823.9616;12769.013;2;0;227.29627;171.10333,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001548186276117366
APM,lambda,0.63,True,546.6637611827067,11.156403295420198,7.5207573347665,0.9389826709026421,0.9389826709026421,6.101732909735791,30.09390484021307,6.791166910843717,0.0004719838920117295,0.4884866879073284,2.712985e-05;0;6.4923925e-05;0;0;0.0019652428;0.0014428516;0.00083248762;0;0;0.00085918707,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.0001548186276117366
Proposed,lambda,0.64,True,615.3973194913585,55.46451664357946,53.83141767513844,0.8921811994607107,0.8921811994607107,10.781880053928926,32.315131130025065,11.553783631855216,0.0008858334170023774,0.515339110402751,0.0012622237;0;0.00035203195;0;0;0.0058073193;0;0.0020296841;0;0.00029290854;0,19661.555;0;4;0;0;24105.934;0;2;0;99.191559;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.64,True,500.1476159320607,10.207094207642097,6.140629978189182,0.94949959545084,0.94949959545084,5.0500404549160045,30.703149890945937,7.89535689048522,0.0004608127568575584,0.4992121400510461,2.0765582e-05;0;4.9284473e-05;0.00021442502;7.5475604e-05;0.0016770072;0.0011130772;0.00081187364;0;0.00044369675;0.00066333488,3067.26;0;7;2;2407.755;11601.975;13673.1;2;0;250.425;144.27,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001548186276117366
BGM,lambda,0.64,True,375.57135777457864,7.664721590141873,6.231184204736117,0.9703389280922924,0.9703389280922924,2.9661071907707615,31.15592102368062,12.73189299779217,0.00043469450654126315,0.4946029711128414,2.3783664e-05;0;4.3889697e-06;0.00021442502;0.00016961371;0.0012754593;0.00098588846;0.00081187364;0;0.00040271785;0.00089348897,3304.8716;0;2;2;3630.7417;8823.9616;12769.013;2;0;227.29627;171.10333,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001548186276117366
APM,lambda,0.64,True,546.1956676089736,11.146850365344015,7.640134435318345,0.9389826709026421,0.9389826709026421,6.101732909735791,30.571585869422805,6.867881768845154,0.0004794756998214395,0.4884866879073284,2.7560482e-05;0;6.5954463e-05;0;0;0.0019964371;0.001465754;0.00084570171;0;0;0.00087282496,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.0001548186276117366
Proposed,lambda,0.65,True,613.450889658738,56.33411461613932,54.67253357630756,0.8921811994607107,0.8921811994607107,10.781880053928926,32.820055053931696,11.734311501102953,0.0008996745641430072,0.515339110402751,0.0012819459;0;0.00035753245;0;0;0.0058980587;0;0.0020613979;0;0.00029748524;0,19661.555;0;4;0;0;24105.934;0;2;0;99.191559;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.65,True,499.69627962866383,10.197883262674807,6.236577321598386,0.94949959545084,0.94949959545084,5.0500404549160045,31.18288660799197,7.984729699955993,0.00046801295618345773,0.4992121400510461,2.1090044e-05;0;5.0054543e-05;0.00021777542;7.665491e-05;0.0017032104;0.001130469;0.00082455917;0;0.00045062952;0.00067369949,3067.26;0;7;2;2407.755;11601.975;13673.1;2;0;250.425;144.27,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00015481862761173654
BGM,lambda,0.65,True,375.1133657355305,7.655374813834772,6.328546457935122,0.9703389280922924,0.9703389280922924,2.9661071907707615,31.64273228967563,12.886301456283888,0.00044148660820597044,0.4946029711128414,2.4155284e-05;0;4.4575474e-06;0.00021777542;0.00017226393;0.0012953883;0.001001293;0.00082455917;0;0.00040901032;0.00090744973,3304.8716;0;2;2;3630.7417;8823.9616;12769.013;2;0;227.29627;171.10333,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00015481862761173654
APM,lambda,0.65,True,545.7275740352405,11.137297435267833,7.759511535870196,0.9389826709026421,0.9389826709026421,6.101732909735791,31.04926689863254,6.944596626846593,0.00048696750763114945,0.4884866879073284,2.7991115e-05;0;6.6985002e-05;0;0;0.0020276314;0.0014886564;0.0008589158;0;0;0.00088646285,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00015481862761173654
Proposed,lambda,0.66,True,611.5044598261176,57.203712588695325,55.513649477481515,0.8921811994607107,0.8921811994607107,10.781880053928926,33.32497897783835,11.914839370350693,0.000913515711283669,0.515339110402751,0.0013016682;0;0.00036303295;0;0;0.005988798;0;0.0020931117;0;0.00030206193;0,19661.555;0;4;0;0;24105.934;0;2;0;99.191559;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.66,True,499.24494332526695,10.188672317707532,6.332524665007597,0.94949959545084,0.94949959545084,5.0500404549160045,31.662623325038,8.074102509426767,0.000475213155509357,0.4992121400510461,2.1414507e-05;0;5.0824612e-05;0.00022112581;7.7834217e-05;0.0017294136;0.0011478609;0.00083724469;0;0.00045756228;0.00068406409,3067.26;0;7;2;2407.755;11601.975;13673.1;2;0;250.425;144.27,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001548186276117366
BGM,lambda,0.66,True,374.65537369648246,7.64602803752766,6.425908711134127,0.9703389280922924,0.9703389280922924,2.9661071907707615,32.12954355567064,13.0407099147756,0.0004482787098706776,0.4946029711128414,2.4526904e-05;0;4.526125e-06;0.00022112581;0.00017491414;0.0013153174;0.0010166975;0.00083724469;0;0.00041530278;0.0009214105,3304.8716;0;2;2;3630.7417;8823.9616;12769.013;2;0;227.29627;171.10333,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001548186276117366
APM,lambda,0.66,True,545.2594804615075,11.127744505191643,7.878888636422051,0.9389826709026421,0.9389826709026421,6.101732909735791,31.52694792784227,7.021311484848031,0.0004944593154408595,0.4884866879073284,2.8421747e-05;0;6.801554e-05;0;0;0.0020588258;0.0015115588;0.00087212989;0;0;0.00090010074,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.0001548186276117366
Proposed,lambda,0.67,True,609.5960464790635,50.557835883919694,52.74015415032121,0.8967213793883864,0.8967213793883864,10.327862061161364,32.05481092331278,11.481907953512328,0.0008981587294007952,0.5123852883296838,0.0012695623;0;0.00026323818;0;0;0.0059233587;0;0.0021248255;0;0.00029876132;0,18890.381;0;3;0;0;23486.671;0;2;0;96.643404;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.67,True,409.36783278756366,8.354445570362756,4.644567262414455,0.966622612684821,0.966622612684821,3.337738731517903,23.222836312072285,9.2392258683255,0.0003873601587232997,0.48916751081227794,1.9581831e-05;0;5.1594682e-05;5.8457343e-05;7.0569497e-05;0.0016580826;0.0010529642;0.00028331007;0;0.00043868976;0.00062771172,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501748878
BGM,lambda,0.67,True,319.19777269306024,6.514240261259115,6.024188914816868,0.9773674147247036,0.9773674147247036,2.2632585275296435,30.12094457408439,15.738414422880632,0.0004282708402003928,0.49172856947534244,2.2568521e-05;0;1.1699474e-06;0.0002244762;0.00015965714;0.0012649703;0.00093718507;0.00084993022;0;0.00039940603;0.00085161581,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501748878
APM,lambda,0.67,True,544.7913868877744,11.11819157511546,7.998265736973892,0.9389826709026421,0.9389826709026421,6.101732909735791,32.004628957052,7.098026342849468,0.0005019511232505695,0.4884866879073284,2.885238e-05;0;6.9046079e-05;0;0;0.0020900201;0.0015344612;0.00088534398;0;0;0.00091373863,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00014669512501748878
Proposed,lambda,0.68,True,607.8261425754392,51.315262592634895,53.52732063017676,0.8967213793883864,0.8967213793883864,10.327862061161364,32.53324093709357,11.653279714012513,0.0009115640835709565,0.5123852883296838,0.001288511;0;0.0002671671;0;0;0.0060117671;0;0.0021565394;0;0.00030322044;0,18890.381;0;3;0;0;23486.671;0;2;0;96.643404;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.68,True,409.0417425726025,8.347790668016614,4.71388916185348,0.966622612684821,0.966622612684821,3.337738731517903,23.569445809267393,9.336923813309008,0.00039314165362961756,0.48916751081227794,1.9874097e-05;0;5.2364752e-05;5.9329841e-05;7.1622773e-05;0.0016828301;0.0010686801;0.00028753858;0;0.00044523737;0.00063708055,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001466951250174888
BGM,lambda,0.68,True,318.7748206832797,6.505608587590125,6.1141021822021955,0.9773674147247036,0.9773674147247036,2.2632585275296435,30.57051091101102,15.925291885015826,0.00043466294229293595,0.49172856947534244,2.2905365e-05;0;1.1874093e-06;0.00022782659;0.00016204009;0.0012838505;0.00095117291;0.00086261574;0;0.00040536731;0.00086432649,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001466951250174888
APM,lambda,0.68,True,544.3232933140413,11.108638645039278,8.117642837525736,0.9389826709026421,0.9389826709026421,6.101732909735791,32.48230998626173,7.174741200850905,0.0005094429310602794,0.4884866879073284,2.9283013e-05;0;7.0076617e-05;0;0;0.0021212144;0.0015573636;0.00089855807;0;0;0.00092737652,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.0001466951250174888
Proposed,lambda,0.69,True,606.0562386718447,52.072689301213174,54.314487109989976,0.8967213793884494,0.8967213793884494,10.327862061155058,33.01167095084195,11.824651474500868,0.0009249694377407341,0.5123852883296418,0.0013074596;0;0.00027109603;0;0;0.0061001754;0;0.0021882532;0;0.00030767956;0,18890.381;0;3;0;0;23486.671;0;2;0;96.643404;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.69,True,408.7156523576414,8.341135765670465,4.783211061292494,0.966622612684821,0.966622612684821,3.337738731517903,23.9160553064625,9.434621758292513,0.0003989231485359354,0.48916751081227794,2.0166363e-05;0;5.3134822e-05;6.0202338e-05;7.2676049e-05;0.0017075776;0.001084396;0.00029176709;0;0.00045178498;0.00064644938,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501734483
BGM,lambda,0.69,True,318.3518686734991,6.496976913921138,6.204015449587526,0.9773674147247036,0.9773674147247036,2.2632585275296435,31.020077247937646,16.11216934715102,0.00044105504438547905,0.49172856947534244,2.3242209e-05;0;1.2048712e-06;0.00023117698;0.00016442303;0.0013027306;0.00096516075;0.00087530127;0;0.00041132859;0.00087703717,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501734483
APM,lambda,0.69,True,543.8551997403082,11.099085714963088,8.237019938077587,0.9389826709026421,0.9389826709026421,6.101732909735791,32.95999101547146,7.251456058852342,0.0005169347388699893,0.4884866879073284,2.9713645e-05;0;7.1107156e-05;0;0;0.0021524087;0.001580266;0.00091177216;0;0;0.00094101441,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00014669512501734483
Proposed,lambda,0.7,True,604.2863347681907,52.83011601006534,55.10165358988779,0.8967213793883864,0.8967213793883864,10.327862061161364,33.49010096465514,11.996023235012876,0.0009383747919112784,0.5123852883296838,0.0013264083;0;0.00027502496;0;0;0.0061885837;0;0.002219967;0;0.00031213869;0,18890.381;0;3;0;0;23486.671;0;2;0;96.643404;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.7,True,408.3895621426802,8.33448086332432,4.852532960731516,0.966622612684821,0.966622612684821,3.337738731517903,24.26266480365761,9.532319703276022,0.0004047046434422533,0.48916751081227794,2.0458629e-05;0;5.3904892e-05;6.1074836e-05;7.3729326e-05;0.0017323251;0.0011001119;0.0002959956;0;0.00045833258;0.00065581821,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501748878
BGM,lambda,0.7,True,317.92891666371855,6.488345240252144,6.2939287169728395,0.9773674147247036,0.9773674147247036,2.2632585275296435,31.469643584864283,16.29904680928621,0.0004474471464780223,0.49172856947534244,2.3579052e-05;0;1.2223332e-06;0.00023452737;0.00016680597;0.0013216108;0.00097914858;0.0008879868;0;0.00041728988;0.00088974786,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501748878
APM,lambda,0.7,True,543.3871061665751,11.089532784886906,8.356397038629446,0.9389826709026421,0.9389826709026421,6.101732909735791,33.43767204468119,7.3281709168537805,0.0005244265466796994,0.4884866879073284,3.0144278e-05;0;7.2137694e-05;0;0;0.0021836031;0.0016031684;0.00092498624;0;0;0.0009546523,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00014669512501748878
Proposed,lambda,0.71,True,602.5164308645665,53.587542718780554,55.88882006974338,0.8967213793883864,0.8967213793883864,10.327862061161364,33.96853097843593,12.167394995513064,0.0009517801460814396,0.5123852883296838,0.001345357;0;0.00027895389;0;0;0.0062769921;0;0.0022516808;0;0.00031659781;0,18890.381;0;3;0;0;23486.671;0;2;0;96.643404;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.71,True,408.06347192771904,8.32782596097817,4.921854860170541,0.966622612684821,0.966622612684821,3.337738731517903,24.609274300852714,9.630017648259528,0.0004104861383485712,0.48916751081227794,2.0750895e-05;0;5.4674962e-05;6.1947334e-05;7.4782602e-05;0.0017570726;0.0011158278;0.00030022411;0;0.00046488019;0.00066518705,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001466951250174888
BGM,lambda,0.71,True,317.50596465393795,6.479713566583147,6.383841984358181,0.9773674147247036,0.9773674147247036,2.2632585275296435,31.919209921790912,16.485924271421407,0.0004538392485705655,0.49172856947534244,2.3915896e-05;0;1.2397951e-06;0.00023787776;0.00016918891;0.0013404909;0.00099313642;0.00090067232;0;0.00042325116;0.00090245854,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001466951250174888
APM,lambda,0.71,True,542.9190125928421,11.079979854810716,8.475774139181283,0.9389826709026421,0.9389826709026421,6.101732909735791,33.91535307389092,7.404885774855217,0.0005319183544894094,0.4884866879073284,3.057491e-05;0;7.3168233e-05;0;0;0.0022147974;0.0016260708;0.00093820033;0;0;0.00096829019,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.0001466951250174888
Proposed,lambda,0.72,True,600.7465269609804,54.34496942735289,56.675986549554764,0.8967213793884494,0.8967213793884494,10.327862061155058,34.44696099218291,12.338766756000908,0.0009651855002512006,0.5123852883296418,0.0013643057;0;0.00028288282;0;0;0.0063654004;0;0.0022833946;0;0.00032105694;0,18890.381;0;3;0;0;23486.671;0;2;0;96.643404;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.72,True,407.7373817127579,8.321171058632025,4.991176759609562,0.966622612684821,0.966622612684821,3.337738731517903,24.955883798047825,9.727715593243037,0.0004162676332548891,0.48916751081227794,2.1043161e-05;0;5.5445032e-05;6.2819831e-05;7.5835878e-05;0.0017818201;0.0011315437;0.00030445262;0;0.0004714278;0.00067455588,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501734483
BGM,lambda,0.72,True,317.0830126441574,6.471081892914157,6.473755251743505,0.9773674147247036,0.9773674147247036,2.2632585275296435,32.368776258717546,16.6728017335566,0.0004602313506631086,0.49172856947534244,2.4252739e-05;0;1.257257e-06;0.00024122815;0.00017157186;0.0013593711;0.0010071243;0.00091335785;0;0.00042921244;0.00091516922,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501734483
APM,lambda,0.72,True,542.450919019109,11.070426924734534,8.595151239733134,0.9389826709026421,0.9389826709026421,6.101732909735791,34.39303410310065,7.481600632856654,0.0005394101622991193,0.4884866879073284,3.1005543e-05;0;7.4198771e-05;0;0;0.0022459917;0.0016489732;0.00095141442;0;0;0.00098192808,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00014669512501734483
Proposed,lambda,0.73,True,598.9766230573589,55.102396136053216,57.46315302942583,0.8967213793884494,0.8967213793884494,10.327862061155058,34.92539100596323,12.510138516500922,0.0009785908544215668,0.5123852883296418,0.0013832544;0;0.00028681174;0;0;0.0064538088;0;0.0023151084;0;0.00032551606;0,18890.381;0;3;0;0;23486.671;0;2;0;96.643404;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.73,True,407.4112914977967,8.31451615628588,5.06049865904858,0.966622612684821,0.966622612684821,3.337738731517903,25.302493295242936,9.825413538226544,0.000422049128161207,0.48916751081227794,2.1335428e-05;0;5.6215102e-05;6.3692329e-05;7.6889154e-05;0.0018065676;0.0011472595;0.00030868112;0;0.00047797541;0.00068392471,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501734483
BGM,lambda,0.73,True,316.6600606343768,6.462450219245163,6.563668519128825,0.9773674147247036,0.9773674147247036,2.2632585275296435,32.81834259564418,16.859679195691793,0.00046662345275565176,0.49172856947534244,2.4589583e-05;0;1.2747189e-06;0.00024457854;0.0001739548;0.0013782512;0.0010211121;0.00092604337;0;0.00043517373;0.00092787991,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501734483
