mechanism,varied_parameter,varied_value,feasible,USC,UTSP,UDP,delivery_time,time_ratio,quality_q,risk_cost,pS,avg_pT,avg_psr,pT,z,baseline_rule,decay_type,delivery_time_type,solver,risk_cap
Proposed,t1_t0,0.40499999999999997,True,865.1052528780332,44.47286969090331,7.989564119944951,0.7952837740917037,0.7952837740917037,20.47162259082963,4.82515960482422,2.6824645690428977,0.00025112053304974483,0.46826852073975905,0.00024809258;0;0;0;0;0.0019909626;0;0.00042285085;0;0.00010041982;0,6183.2283;0;0;0;0;13223.041;0;1;0;54.410422;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.40499999999999997,True,822.2866012820352,16.78135922513694,0.8108892877958951,0.8438177570446759,0.8438177570446759,15.618224295532412,4.054446438979472,1.3358356886016292,9.669212244114095e-05,0.4654688971875269,2.8410691e-06;0;6.0617746e-06;3.4899906e-05;9.4402244e-06;0.00046583532;0.00015777667;0.00016914034;0;0.0001232491;9.4368941e-05,1363.2267;0;3;1;1070.1133;5156.4333;6076.9333;1;0;111.3;64.12,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,3.698698718049835e-05
BGM,t1_t0,0.40499999999999997,True,802.213913189676,16.37171252832191,0.9002691498137443,0.8545629752928326,0.8545629752928326,14.543702470716735,4.501345749068726,1.4358625727853436,9.381473459664676e-05,0.46477090135802185,3.6990534e-06;0;6.9847609e-07;3.4899906e-05;2.4228837e-05;0.00037760308;0.00015638944;0.00016914034;0;0.00011922568;0.00014607727,1565.4655;0;1;1;1719.825;4179.7713;6048.4799;1;0;107.66665;81.048948,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,3.698698718049835e-05
APM,t1_t0,0.40499999999999997,True,848.2996095310116,17.312236946062313,1.1937710055184931,0.8279080140487094,0.8279080140487094,17.20919859512906,4.776810292097319,1.2945667086706012,0.00011233538906310063,0.4627804114239779,4.7740649e-06;0;1.102857e-05;0;0;0.00062388659;0.00026278258;0.00017618786;0;0;0.00015702962,1752.72;0;4;0;34.3965;6629.7;7813.2;1;0;3.5775;82.44,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,3.698698718049835e-05
Proposed,t1_t0,0.41,True,854.6267185437068,45.632884944024156,8.644856928425492,0.8012626165446293,0.8012626165446293,19.873738345537074,5.227883101895005,2.8641229736761087,0.0002610089603158882,0.47012413840867195,0.00027391146;0;0;0;0;0.0020699333;0;0.00042285085;0;0.00010440293;0,6826.7142;0;0;0;0;13747.527;0;1;0;56.568589;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.41,True,819.678638378027,16.728135492298186,0.9651558138944552,0.8448783165449834,0.8448783165449834,15.512168345501664,4.825779069472275,1.3892730222490777,0.00010975011264806007,0.4685126866458736,3.5572347e-06;0;1.0587427e-05;3.4899906e-05;1.1932129e-05;0.00052406474;0.00019677074;0.00016914034;0;0.00013865524;0.00011764349,1533.63;0;4;1;1203.8775;5800.9875;6836.55;1;0;125.2125;72.135,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.0074041297537285e-05
BGM,t1_t0,0.41,True,781.549396830156,15.949987703624753,0.9002691498137443,0.865113135481633,0.865113135481633,13.488686451836696,4.501345749068726,1.5169033171458026,9.381473459664676e-05,0.46477090135802185,3.6990534e-06;0;6.9847609e-07;3.4899906e-05;2.4228837e-05;0.00037760308;0.00015638944;0.00016914034;0;0.00011922568;0.00014607727,1565.4655;0;1;1;1719.825;4179.7713;6048.4799;1;0;107.66665;81.048948,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.0074041297537285e-05
APM,t1_t0,0.41,True,831.3157096765609,16.965626743949827,1.1937710055184931,0.8381291006419034,0.8381291006419034,16.187089935809663,4.776810292097319,1.3548973576482117,0.00011233538906310063,0.4627804114239779,4.7740649e-06;0;1.102857e-05;0;0;0.00062388659;0.00026278258;0.00017618786;0;0;0.00015702962,1752.72;0;4;0;34.3965;6629.7;7813.2;1;0;3.5775;82.44,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,4.0074041297537285e-05
Proposed,t1_t0,0.415,True,844.0030788625186,46.77400057558504,9.349311121401403,0.8071380791453192,0.8071380791453192,19.28619208546808,5.669820747553168,3.058097700644013,0.00027127414758145954,0.4720519736630552,0.0003007472;0;0;0;0;0.0021518814;0;0.00042285085;0;0.00010853621;0,7495.5432;0;0;0;0;14291.788;0;1;0;58.808123;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.415,True,814.3072383520691,16.618515083353188,1.125716338926674,0.8474506613953641,0.8474506613953641,15.254933860463593,5.62858169463337,1.4560343108250104,0.00012296027202767098,0.47081737780414645,4.3451317e-06;0;1.0587427e-05;3.4899906e-05;1.4711748e-05;0.00058229415;0.00023943121;0.00016914034;0;0.00015406137;0.0001430917,1704.0333;0;4;1;1337.6417;6445.5417;7596.1667;1;0;139.125;80.15,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.346168924563735e-05
BGM,t1_t0,0.415,True,775.1536078044629,15.819461396706053,1.0509409618514995,0.8678888414979126,0.8678888414979126,13.211115850208744,5.254704809257499,1.5936376497115186,0.00010537446057112959,0.4669062046954469,4.5174663e-06;0;6.9847609e-07;3.4899906e-05;2.985654e-05;0.00041955898;0.00019057392;0.00016914034;0;0.00013247298;0.00017740046,1739.4061;0;1;1;1910.9167;4644.1903;6720.5332;1;0;119.62962;90.054386,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.346168924563735e-05
APM,t1_t0,0.415,True,813.2901980733207,16.597759159208977,1.1937710055184931,0.8483501872350974,0.8483501872350974,15.164981276490263,4.776810292097319,1.4219587485235807,0.00011233538906310063,0.4627804114239779,4.7740649e-06;0;1.102857e-05;0;0;0.00062388659;0.00026278258;0.00017618786;0;0;0.00015702962,1752.72;0;4;0;34.3965;6629.7;7813.2;1;0;3.5775;82.44,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,4.346168924563735e-05
Proposed,t1_t0,0.42,True,833.5705591258758,56.568383055348775,11.835275209499876,0.8054813191401814,0.8054813191401814,19.45186808598186,7.0316902881635555,3.693820497644646,0.00030262439112782916,0.4781489289135804,0.0003753833;0;3.1431424e-05;0;0;0.002379201;0;0.00042285085;0;0.00012000172;0,9355.7038;0;1;0;0;15801.539;0;1;0;65.020474;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.42,True,808.0571138761225,16.490961522328966,1.3031779718570204,0.8504173392485943,0.8504173392485943,14.95826607514057,6.515889859285107,1.5333307531786988,0.00013671089507344604,0.47312206896241926,5.2025048e-06;0;1.0587427e-05;3.4899906e-05;1.7777952e-05;0.00064052357;0.00028560205;0.00016914034;0;0.00016946751;0.00017061858,1874.4367;0;4;1;1471.4058;7090.0958;8355.7833;1;0;153.0375;88.165,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.390102293932614e-05
BGM,t1_t0,0.42,True,780.9314107816292,15.937375743534604,1.3998651581494546,0.8642570088453382,0.8642570088453382,13.574299115466182,6.9993257907472906,1.6830690047651409,0.0001301150162485566,0.471176811370297,6.3677597e-06;0;6.9847609e-07;3.4899906e-05;4.2834169e-05;0.00050347077;0.00026750052;0.00016914034;0;0.00015896757;0.00024738566,2087.2873;0;1;1;2293.1;5573.0284;8064.6399;1;0;143.55554;108.06526,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.390102293932614e-05
APM,t1_t0,0.42,True,822.5719059376613,16.787181769302688,1.6943222381701455,0.8420478578738834,0.8420478578738834,15.795214212611663,6.779867701727809,1.5040180526486866,0.00014269586123216284,0.4673866852129777,6.9635481e-06;0;1.6935034e-05;0;0;0.00076252806;0.00038010119;0.00017618786;0;0;0.00022693879,2142.2133;0;5;0;42.040167;8102.9667;9549.4667;1;0;4.3725;100.76,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,5.390102293932614e-05
Proposed,t1_t0,0.425,True,823.5100015324961,52.2227118817205,11.835275209511284,0.8150703824632268,0.8150703824632268,18.492961753677317,7.0316902881711405,3.650363785911302,0.00030262439112797835,0.47814892891360844,0.0003753833;0;3.1431424e-05;0;0;0.002379201;0;0.00042285085;0;0.00012000172;0,9355.7038;0;1;0;0;15801.539;0;1;0;65.020474;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.425,True,788.7876759131295,16.09770768535778,1.3031779718570204,0.86054135519203,0.86054135519203,13.945864480796999,6.515889859285107,1.6164444722169835,0.00013671089507344604,0.47312206896241926,5.2025048e-06;0;1.0587427e-05;3.4899906e-05;1.7777952e-05;0.00064052357;0.00028560205;0.00016914034;0;0.00016946751;0.00017061858,1874.4367;0;4;1;1471.4058;7090.0958;8355.7833;1;0;153.0375;88.165,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.390102293938428e-05
BGM,t1_t0,0.425,True,759.4073671202887,15.498109545356508,1.3998651581494546,0.8745457827601637,0.8745457827601637,12.54542172398363,6.9993257907472906,1.7860870999367884,0.0001301150162485566,0.471176811370297,6.3677597e-06;0;6.9847609e-07;3.4899906e-05;4.2834169e-05;0.00050347077;0.00026750052;0.00016914034;0;0.00015896757;0.00024738566,2087.2873;0;1;1;2293.1;5573.0284;8064.6399;1;0;143.55554;108.06526,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.390102293938428e-05
APM,t1_t0,0.425,True,804.478752244525,16.41793373376691,1.6943222381701455,0.8520722371342867,0.8520722371342867,14.79277628657133,6.779867701727809,1.5809770142279302,0.00014269586123216284,0.4673866852129777,6.9635481e-06;0;1.6935034e-05;0;0;0.00076252806;0.00038010119;0.00017618786;0;0;0.00022693879,2142.2133;0;5;0;42.040167;8102.9667;9549.4667;1;0;4.3725;100.76,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,5.390102293938428e-05
Proposed,t1_t0,0.43,True,812.656802822232,49.60198300039163,12.110473086889996,0.8234035411868821,0.8234035411868821,17.659645881311793,7.215059316379094,3.6949870321046236,0.00030620292427979375,0.47882245513247707,0.0003847705;0;3.1431424e-05;0;0;0.0024077383;0;0.00042285085;0;0.00012144108;0,9589.6616;0;1;0;0;15991.07;0;1;0;65.800361;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.43,True,768.1661368536857,15.676859948459022,1.3031779718570204,0.8706653711354656,0.8706653711354656,12.933462886453439,6.515889859285107,1.7104365634777718,0.00013671089507344604,0.47312206896241926,5.2025048e-06;0;1.0587427e-05;3.4899906e-05;1.7777952e-05;0.00064052357;0.00028560205;0.00016914034;0;0.00016946751;0.00017061858,1874.4367;0;4;1;1471.4058;7090.0958;8355.7833;1;0;153.0375;88.165,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.530662782110614e-05
BGM,t1_t0,0.43,True,736.1821626000414,15.0241257786293,1.3998651581494546,0.8848345566749891,0.8848345566749891,11.516544332501088,6.9993257907472906,1.904497695185217,0.0001301150162485566,0.471176811370297,6.3677597e-06;0;6.9847609e-07;3.4899906e-05;4.2834169e-05;0.00050347077;0.00026750052;0.00016914034;0;0.00015896757;0.00024738566,2087.2873;0;1;1;2293.1;5573.0284;8064.6399;1;0;143.55554;108.06526,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.530662782110614e-05
APM,t1_t0,0.43,True,785.19867785626,16.024462826901964,1.6943222381701455,0.86209661639469,0.86209661639469,13.790338360530995,6.779867701727809,1.6673679628216869,0.00014269586123216284,0.4673866852129777,6.9635481e-06;0;1.6935034e-05;0;0;0.00076252806;0.00038010119;0.00017618786;0;0;0.00022693879,2142.2133;0;5;0;42.040167;8102.9667;9549.4667;1;0;4.3725;100.76,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,5.530662782110614e-05
Proposed,t1_t0,0.435,True,801.4859375615263,50.61007798680232,13.043203747706983,0.8288662817339688,0.8288662817339688,17.113371826603117,7.843499990261903,3.9448213514669788,0.00031805398465708476,0.48105381824223675,0.00041587653;0;3.1431424e-05;0;0;0.0025022281;0;0.00042285085;0;0.00012620694;0,10364.919;0;1;0;0;16618.627;0;1;0;68.382644;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.435,True,762.8193477033286,15.567741802332062,1.5111784242112432,0.8727203492773107,0.8727203492773107,12.727965072268931,7.555892121056223,1.80792072478904,0.0001514956252982547,0.4761658584207659,6.1271921e-06;0;1.6257633e-05;3.4899906e-05;2.112962e-05;0.00069875298;0.00033513597;0.00016914034;0;0.00018487365;0.00020013458,2044.84;0;5;1;1605.17;7734.65;9115.4;1;0;166.95;96.18,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,6.012390415023887e-05
BGM,t1_t0,0.435,True,710.9636376328848,14.509462002781488,1.3998651581494546,0.8951233305898146,0.8951233305898146,10.487666941018537,6.9993257907472906,2.0422624481073353,0.0001301150162485566,0.471176811370297,6.3677597e-06;0;6.9847609e-07;3.4899906e-05;4.2834169e-05;0.00050347077;0.00026750052;0.00016914034;0;0.00015896757;0.00024738566,2087.2873;0;1;1;2293.1;5573.0284;8064.6399;1;0;143.55554;108.06526,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,6.012390415023887e-05
APM,t1_t0,0.435,True,764.5649562192854,15.603366465981729,1.6943222381701455,0.8721209956550935,0.8721209956550935,12.787900434490652,6.779867701727809,1.7651429281556776,0.00014269586123216284,0.4673866852129777,6.9635481e-06;0;1.6935034e-05;0;0;0.00076252806;0.00038010119;0.00017618786;0;0;0.00022693879,2142.2133;0;5;0;42.040167;8102.9667;9549.4667;1;0;4.3725;100.76,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,6.012390415023887e-05
Proposed,t1_t0,0.44,True,790.1666497640139,51.56716822415694,14.046031067429746,0.834225779813987,0.834225779813987,16.577422018601297,8.530218940533894,4.211627221179874,0.00033035491393764105,0.48337113603351,0.00044819069;0;3.1431424e-05;0;0;0.0026002787;0;0.00042285085;0;0.0001311524;0,11170.287;0;1;0;0;17269.833;0;1;0;71.062239;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.44,True,740.5108780242928,15.112466909940512,1.5111784242112432,0.8827516176598086,0.8827516176598086,11.724838234019142,7.555892121056223,1.9237687118539104,0.0001514956252982547,0.4761658584207659,6.1271921e-06;0;1.6257633e-05;3.4899906e-05;2.112962e-05;0.00069875298;0.00033513597;0.00016914034;0;0.00018487365;0.00020013458,2044.84;0;5;1;1605.17;7734.65;9115.4;1;0;166.95;96.18,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,6.53879093004355e-05
BGM,t1_t0,0.44,True,683.3772384080332,13.946474262490922,1.3998651581494546,0.90541210450464,0.90541210450464,9.458789549535995,6.9993257907472906,2.2048889567092016,0.0001301150162485566,0.471176811370297,6.3677597e-06;0;6.9847609e-07;3.4899906e-05;4.2834169e-05;0.00050347077;0.00026750052;0.00016914034;0;0.00015896757;0.00024738566,2087.2873;0;1;1;2293.1;5573.0284;8064.6399;1;0;143.55554;108.06526,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,6.53879093004355e-05
APM,t1_t0,0.44,True,759.8132772733398,15.506393426105094,1.9931724843944938,0.8737896578686316,0.8737896578686316,12.62103421313684,7.9757588620639375,1.8755429787705615,0.0001592037231676716,0.47005937125751474,8.190678e-06;0;2.397312e-05;0;0;0.00083184879;0.0004452902;0.00017618786;0;0;0.00026575032,2336.96;0;6;0;45.862;8839.6;10417.6;1;0;4.77;109.92,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,6.53879093004355e-05
Proposed,t1_t0,0.44499999999999995,True,778.6985962566193,52.46474478583572,15.12426954317897,0.8394820806178863,0.8394820806178863,16.05179193821137,9.280098612129995,4.496569179809939,0.0003431225361027924,0.4857775765483756,0.00048175715;0;3.1431424e-05;0;0;0.0027020242;0;0.00042285085;0;0.00013628422;0,12006.867;0;1;0;0;17945.579;0;1;0;73.842813;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.44499999999999995,True,731.7865672589597,14.934419751140835,1.722442272937844,0.8860539192890707,0.8860539192890707,11.394608071092927,8.612211364689221,2.052891693623546,0.00016626289478254114,0.47847054957903884,7.1171205e-06;0;1.6257633e-05;3.4899906e-05;2.4765634e-05;0.0007569824;0.00038789379;0.00016914034;0;0.00020027978;0.00023155523,2215.2433;0;5;1;1738.9342;8379.2042;9875.0167;1;0;180.8625;104.195,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,7.113606937632418e-05
BGM,t1_t0,0.44499999999999995,True,652.9317895042964,13.325138569570042,1.3998651581494546,0.9157008784194655,0.9157008784194655,8.429912158053455,6.9993257907472906,2.400291313754296,0.0001301150162485566,0.471176811370297,6.3677597e-06;0;6.9847609e-07;3.4899906e-05;4.2834169e-05;0.00050347077;0.00026750052;0.00016914034;0;0.00015896757;0.00024738566,2087.2873;0;1;1;2293.1;5573.0284;8064.6399;1;0;143.55554;108.06526,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,7.113606937632418e-05
APM,t1_t0,0.44499999999999995,True,752.0978207992113,15.3489351304216,2.2953625426722937,0.8767818651192875,0.8767818651192875,12.321813488071253,9.185051894565051,2.0064433132465305,0.0001756698357267272,0.47199295900197774,9.5020022e-06;0;2.397312e-05;0;0;0.00090116952;0.00051456469;0.00017618786;0;0;0.00030697101,2531.7067;0;6;0;49.683833;9576.2333;11285.733;1;0;5.1675;119.08,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,7.113606937632418e-05
Proposed,t1_t0,0.44999999999999996,True,767.0816417925931,53.29342934470884,16.28361366189273,0.8446353242756385,0.8446353242756385,15.536467572436152,10.098392170212493,4.8008845809148974,0.00035637402297615783,0.4882763749052352,0.00051662103;0;3.1431424e-05;0;0;0.0028076016;0;0.00042285085;0;0.00014160931;0,12875.782;0;1;0;0;18646.775;0;1;0;76.728106;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.44999999999999996,True,724.7832835159221,14.791495592880388,1.9672755436496026,0.8884964746740042,0.8884964746740042,11.150352532599584,9.836377718248004,2.1904394261070275,0.0001821229139080012,0.4815143390373855,8.1703012e-06;0;2.3014195e-05;3.4899906e-05;2.8684886e-05;0.00081521181;0.00044374392;0.00016914034;0;0.00021568592;0.00026480077,2385.6467;0;6;1;1872.6983;9023.7583;10634.633;1;0;194.775;112.21,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,7.740865221740189e-05
BGM,t1_t0,0.44999999999999996,True,618.9654118800977,12.631947188476476,1.3998651581494546,0.9259896523342909,0.9259896523342909,7.401034766570913,6.9993257907472906,2.6403137080043386,0.0001301150162485566,0.471176811370297,6.3677597e-06;0;6.9847609e-07;3.4899906e-05;4.2834169e-05;0.00050347077;0.00026750052;0.00016914034;0;0.00015896757;0.00024738566,2087.2873;0;1;1;2293.1;5573.0284;8064.6399;1;0;143.55554;108.06526,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,7.740865221740189e-05
APM,t1_t0,0.44999999999999996,True,729.5106667415154,14.887972801748477,2.2953625426722937,0.8866333467498412,0.8866333467498412,11.336665325015883,9.185051894565051,2.14014061948189,0.0001756698357267272,0.47199295900197774,9.5020022e-06;0;2.397312e-05;0;0;0.00090116952;0.00051456469;0.00017618786;0;0;0.00030697101,2531.7067;0;6;0;49.683833;9576.2333;11285.733;1;0;5.1675;119.08,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,7.740865221740189e-05
Proposed,t1_t0,0.45499999999999996,True,755.3158753979134,54.04301607608092,17.530182480655025,0.8496856733490221,0.8496856733490221,15.031432665097789,10.99076240943473,5.1258936726009985,0.0003701271152103548,0.4908708748928589,0.00055282897;0;3.1431424e-05;0;0;0.0029171522;0;0.00042285085;0;0.00014713481;0,13778.194;0;1;0;0;19374.359;0;1;0;79.721981;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.45499999999999996,True,699.8693054132729,14.28304705920619,1.9672755436496026,0.8983686577259375,0.8983686577259375,10.163134227406246,9.836377718248004,2.353183844038224,0.0001821229139080012,0.4815143390373855,8.1703012e-06;0;2.3014195e-05;3.4899906e-05;2.8684886e-05;0.00081521181;0.00044374392;0.00016914034;0;0.00021568592;0.00026480077,2385.6467;0;6;1;1872.6983;9023.7583;10634.633;1;0;194.775;112.21,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,8.424906565478776e-05
BGM,t1_t0,0.45499999999999996,True,636.1766004593587,12.983195935578077,2.0406036010152615,0.9200068775135245,0.9200068775135245,7.99931224864755,10.203018005076311,2.8712276888971955,0.0001740075105536648,0.47865970829060966,7.3951787e-06;0;6.9847609e-07;3.4899906e-05;5.0177726e-05;0.00054542667;0.00031002935;0.00050742103;0;0.00017221487;0.00028581941,2261.2279;0;1;1;2484.1917;6037.4474;8736.6932;2;0;155.5185;117.0707,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,8.424906565478776e-05
APM,t1_t0,0.45499999999999996,True,723.1670770123327,14.758511786664732,2.6463514514226887,0.8887001726357863,0.8887001726357863,11.129982736421374,10.58958295290774,2.294434188703872,0.00019344425618548534,0.47466564504651476,1.0894646e-05;0;3.2086245e-05;0;0;0.00097049025;0.00058773912;0.00017618786;0;0;0.00035048869,2726.4533;0;7;0;53.505667;10312.867;12153.867;1;0;5.565;128.24,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,8.424906565478776e-05
Proposed,t1_t0,0.45999999999999996,True,747.7573902560472,82.39068045167724,29.372607559378388,0.8292652865674935,0.8292652865674935,17.073471343250645,18.12205886127189,7.062194018081901,0.0005187522954299558,0.5094261854055178,0.00072693494;0;9.4294272e-05;0;0;0.0034428439;0;0.0012685526;0;0.00017364955;0,18117.45;0;2;0;0;22865.757;0;2;0;94.088453;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.45999999999999996,True,719.0605334199046,14.674704774516313,2.772875977560867,0.8892928036700353,0.8892928036700353,11.070719632996473,13.864379887804349,2.5449351081780267,0.00023125979625271618,0.48916751081227794,1.1690645e-05;0;3.0802795e-05;3.4899906e-05;4.2131043e-05;0.00098990006;0.00062863537;0.00016914034;0;0.00026190433;0.00037475326,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001389136139902916
BGM,t1_t0,0.45999999999999996,True,690.0659278741787,14.082978129757635,3.5965306954130583,0.8991780215467272,0.8991780215467272,10.08219784532728,17.982653477065305,3.127897265213469,0.00025568408370172703,0.49172856947534244,1.3473744e-05;0;6.9847609e-07;0.00013401564;9.5317697e-05;0.00075520616;0.00055951348;0.00050742103;0;0.00023845136;0.00050842735,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001389136139902916
APM,t1_t0,0.45999999999999996,True,759.6883722212342,15.503844343829655,4.352017940485055,0.8694961359524732,0.8694961359524732,13.050386404752679,17.414230922887718,2.536828872934455,0.000280594635012377,0.4865531001628654,1.5533645e-05;0;4.122154e-05;0;0;0.0011784525;0.00082896788;0.00052856357;0;0;0.0004938019,3310.6933;0;8;0;64.971167;12522.767;14758.267;2;0;6.7575;155.72,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.0001389136139902916
Proposed,t1_t0,0.46499999999999997,True,740.0033126282738,74.79692344298707,29.3726075593784,0.8382790396823575,0.8382790396823575,16.172096031764248,18.12205886127189,6.986256447994999,0.0005187522954299558,0.5094261854055178,0.00072693494;0;9.4294272e-05;0;0;0.0034428439;0;0.0012685526;0;0.00017364955;0,18117.45;0;2;0;0;22865.757;0;2;0;94.088453;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.46499999999999997,True,694.5207903608585,14.173893690731743,2.772875977560867,0.8989590297968835,0.8989590297968835,10.104097020311652,13.864379887804349,2.7388347446974883,0.00023125979625271618,0.48916751081227794,1.1690645e-05;0;3.0802795e-05;3.4899906e-05;4.2131043e-05;0.00098990006;0.00062863537;0.00016914034;0;0.00026190433;0.00037475326,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00013891361399029164
BGM,t1_t0,0.46499999999999997,True,662.9219506440495,13.529019409817987,3.5965306954130583,0.9089516956939743,0.9089516956939743,9.104830430602572,17.982653477065305,3.4028223352370803,0.00025568408370172703,0.49172856947534244,1.3473744e-05;0;6.9847609e-07;0.00013401564;9.5317697e-05;0.00075520616;0.00055951348;0.00050742103;0;0.00023845136;0.00050842735,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00013891361399029164
