decay_type,experiment_name,varied_parameter,varied_value,mechanism,USC,UTSP,UDP,delivery_time,pS,pT,avg_pT,psr,avg_psr,quality_q,risk_cost
exp,effectiveness,pS,5.0,sensitivity_pS,711.5967639033084,54.120004572871935,4.805587500127796,1.0117540941466199,5.0,,,0.4604316380669165,0.4604316380669165,12.117505536012596,3.0416243838610044
exp,effectiveness,pS,5.0420177983193275,sensitivity_pS,711.0876129995629,54.62915547661745,4.805587500127796,1.0117540941466199,5.0420177983193275,,,0.4604316380669165,0.4604316380669165,12.117505536012596,3.0416243838610044
exp,effectiveness,pS,5.134228187919463,sensitivity_pS,709.9702530931054,55.74651538307497,4.805587500127796,1.0117540941466199,5.134228187919463,,,0.4604316380669165,0.4604316380669165,12.117505536012596,3.0416243838610044
exp,effectiveness,pS,5.268456375838926,sensitivity_pS,708.3437422829023,57.373026193278,4.805587500127796,1.0117540941466199,5.268456375838926,,,0.4604316380669165,0.4604316380669165,12.117505536012596,3.0416243838610044
exp,effectiveness,pS,5.402684563758389,sensitivity_pS,706.7172314726994,58.99953700348104,4.805587500127796,1.0117540941466199,5.402684563758389,,,0.4604316380669165,0.4604316380669165,12.117505536012596,3.0416243838610044
exp,effectiveness,pS,5.5369127516778525,sensitivity_pS,705.0907206624963,60.62604781368407,4.805587500127796,1.0117540941466199,5.5369127516778525,,,0.4604316380669165,0.4604316380669165,12.117505536012596,3.0416243838610044
exp,effectiveness,pS,5.671140939597316,sensitivity_pS,703.4642098522933,62.25255862388711,4.805587500127796,1.0117540941466199,5.671140939597316,,,0.4604316380669165,0.4604316380669165,12.117505536012596,3.0416243838610044
exp,effectiveness,pS,5.805369127516778,sensitivity_pS,701.8376990420902,63.87906943409013,4.805587500127796,1.0117540941466199,5.805369127516778,,,0.4604316380669165,0.4604316380669165,12.117505536012596,3.0416243838610044
exp,effectiveness,pS,5.939597315436242,sensitivity_pS,700.2111882318873,65.50558024429317,4.805587500127796,1.0117540941466199,5.939597315436242,,,0.4604316380669165,0.4604316380669165,12.117505536012596,3.0416243838610044
exp,effectiveness,pS,6.073825503355705,sensitivity_pS,700.8216062200497,67.1333111632424,5.6079053693281296,1.006477792701012,6.073825503355705,,,0.46355546778034157,0.46355546778034157,12.251611880470284,3.255954547639074
exp,effectiveness,pS,6.208053691275168,sensitivity_pS,699.1770945582416,68.77782282505049,5.6079053693281296,1.006477792701012,6.208053691275168,,,0.46355546778034157,0.46355546778034157,12.251611880470284,3.255954547639074
