decay_type,experiment_name,varied_parameter,varied_value,mechanism,USC,UTSP,UDP,delivery_time,pS,pT,avg_pT,psr,avg_psr,quality_q,risk_cost
linear,effectiveness,pT_A2,0.0008093645484949833,sensitivity_pT,676.4572180446559,61.38391182800169,49.31779208209758,0.866583916775199,9.181222726159957,0.0008093645484949833,0.0008093645484949833,0.5329978927509544,0.5329978927509544,13.341608322480102,26.830473050249214
linear,effectiveness,pT_A2,0.0008160535117056856,sensitivity_pT,676.4572180446559,61.29877888077925,49.42420826612563,0.866583916775199,9.181222726159957,0.0008160535117056856,0.0008160535117056856,0.5329978927509544,0.5329978927509544,13.341608322480102,26.830473050249214
linear,effectiveness,pT_A2,0.0008227424749163879,sensitivity_pT,676.4572180446559,61.21364593355679,49.53062445015371,0.866583916775199,9.181222726159957,0.0008227424749163879,0.0008227424749163879,0.5329978927509544,0.5329978927509544,13.341608322480102,26.830473050249214
linear,effectiveness,pT_A2,0.0008294314381270903,sensitivity_pT,676.4572180446559,61.12851298633435,49.63704063418176,0.866583916775199,9.181222726159957,0.0008294314381270903,0.0008294314381270903,0.5329978927509544,0.5329978927509544,13.341608322480102,26.830473050249214
linear,effectiveness,pT_A2,0.0008361204013377926,sensitivity_pT,676.4572180446559,61.04338003911191,49.74345681820981,0.866583916775199,9.181222726159957,0.0008361204013377926,0.0008361204013377926,0.5329978927509544,0.5329978927509544,13.341608322480102,26.830473050249214
linear,effectiveness,pT_A2,0.0008428093645484949,sensitivity_pT,676.4572180446559,60.95824709188945,49.849873002237885,0.866583916775199,9.181222726159957,0.0008428093645484949,0.0008428093645484949,0.5329978927509544,0.5329978927509544,13.341608322480102,26.830473050249214
linear,effectiveness,pT_A2,0.0008494983277591974,sensitivity_pT,677.6941108066221,61.68324596338093,49.95649404931251,0.8655231122652669,9.181222726159957,0.0008494983277591974,0.0008494983277591974,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
linear,effectiveness,pT_A2,0.0008561872909698997,sensitivity_pT,677.6941108066221,61.596823123018744,50.06452259976524,0.8655231122652669,9.181222726159957,0.0008561872909698997,0.0008561872909698997,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
linear,effectiveness,pT_A2,0.000862876254180602,sensitivity_pT,677.6941108066221,61.51040028265656,50.17255115021797,0.8655231122652669,9.181222726159957,0.000862876254180602,0.000862876254180602,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
linear,effectiveness,pT_A2,0.0008695652173913044,sensitivity_pT,677.6941108066221,61.42397744229436,50.28057970067073,0.8655231122652669,9.181222726159957,0.0008695652173913044,0.0008695652173913044,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
